Date,Daily_PnL,Cumulative_PnL,Running_Peak,Drawdown,Rolling_Volatility,Rolling_Mean,Rolling_Sharpe,VaR95,Month
2023-07-24,0.0,4617.090000000002,4617.090000000002,0.0,32.10790520341875,22.976,11.359591677730647,0.0,2023-07
2023-07-25,0.0,4617.090000000002,4617.090000000002,0.0,32.10790520341875,22.976,11.359591677730647,0.0,2023-07
2023-07-26,25.39,4642.480000000002,4642.480000000002,0.0,31.81468547085129,23.822333333333336,11.886580436012316,0.0,2023-07
2023-07-27,0.0,4642.480000000002,4642.480000000002,0.0,31.814685470851295,23.822333333333336,11.886580436012316,0.0,2023-07
2023-07-28,0.0,4642.480000000002,4642.480000000002,0.0,31.814685470851295,23.822333333333336,11.886580436012316,0.0,2023-07
2023-07-29,28.53,4671.010000000002,4671.010000000002,0.0,31.502916486040423,24.773333333333333,12.483430702389226,0.0,2023-07
2023-07-30,65.89,4736.900000000002,4736.900000000002,0.0,32.009009775086916,26.96966666666667,13.37530241210617,0.0,2023-07
2023-07-31,0.0,4736.900000000002,4736.900000000002,0.0,31.778634700821815,27.201999999999998,13.58832331995392,0.0,2023-07
2023-08-01,0.0,4736.900000000002,4736.900000000002,0.0,31.83045578376627,27.141333333333332,13.535945335849867,0.0,2023-08
2023-08-02,31.9,4768.800000000002,4768.800000000002,0.0,31.422719732739548,28.204666666666665,14.248773074927062,0.0,2023-08
2023-08-03,43.03,4811.830000000002,4811.830000000002,0.0,31.070997714356032,29.639,15.142884788487775,0.0,2023-08
2023-08-04,0.0,4811.830000000002,4811.830000000002,0.0,29.816322298403932,26.86733333333333,14.304436680029015,0.0,2023-08
2023-08-05,34.14999999999999,4845.980000000001,4845.980000000001,0.0,29.404250652529512,28.00566666666667,15.119452662031456,0.0,2023-08
2023-08-06,23.52,4869.500000000002,4869.500000000002,0.0,28.94170889353567,28.78966666666667,15.791112807189982,0.0,2023-08
2023-08-07,59.31,4928.810000000002,4928.810000000002,0.0,28.879197333386713,28.733999999999998,15.79469483749975,0.0,2023-08
2023-08-08,0.0,4928.810000000002,4928.810000000002,0.0,28.34928333137012,26.463666666666665,14.8186350872791,0.0,2023-08
2023-08-09,0.0,4928.810000000002,4928.810000000002,0.0,28.373685890882836,24.781999999999996,13.865031686673666,0.0,2023-08
2023-08-10,63.81,4992.620000000003,4992.620000000003,0.0,28.373211513841653,24.78166666666667,13.865077002308267,0.0,2023-08
2023-08-11,71.36,5063.980000000002,5063.980000000002,0.0,27.583167647521297,24.377333333333336,14.02950432331242,0.0,2023-08
2023-08-12,68.03,5132.010000000002,5132.010000000002,0.0,27.620489456490322,24.400333333333332,14.023766090483216,0.0,2023-08
2023-08-13,58.53,5190.540000000002,5190.540000000002,0.0,27.903230283067337,26.351333333333333,14.99161366071828,0.0,2023-08
2023-08-14,0.0,5190.540000000002,5190.540000000002,0.0,28.302940079193856,25.64966666666667,14.386344108806659,0.0,2023-08
